"","STATION","CRUISE","DEPTH","DATETIME","LATITUDE","LONGITUDE","CTDPRS","CTDTMP","CTDSAL","CTDOXY","PAR","QUALT1","CHLPIG","BEAM.AT","XMISS","ecotype_name","gene_id","cycog_iid","mean_tpm"
"30",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-402-L23",2667740868,60000659,1.616172
"31",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-402-N08",2717284208,60000659,8.064024
"32",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-B17",2717704255,60000659,6.464686
"33",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-C17",2717707593,60000659,21.569842
"34",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-D13",2717709143,60000659,4.33905
"35",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-G18",2717712223,60000659,3.232343
"36",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-J19",2717316622,60000659,0.808086
"37",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-418-O02",2717326030,60000659,0.496154
"38",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-424-A03",2717332511,60000659,3.730644
"39",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-424-A14",2717333412,60000659,0.808086
"40",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-424-E18",2717335724,60000659,4.673644
"41",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-424-M03",2717717949,60000659,3.232343
"42",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-429-A02",2717340801,60000659,1.886706
"43",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-429-A02",2717340807,60000659,1.886706
"44",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-442-B03",2717725991,60000659,14.563783
"45",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-442-B03",2717725992,60001067,95.030126
"46",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-442-N07",2717369413,60000659,3.620724
"47",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-459-B06",2717736873,60000659,4.312503
"48",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"AG-459-N19",2717745503,60000659,5.6339415
"49",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT0604",2608228355,60000659,3.203715
"50",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9107",2608235674,60001067,15.838354
"51",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9107",2608235675,60000659,1.077448
"52",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9116",2608231706,60000659,1.077448
"53",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9123",2607034387,60001067,15.838354
"54",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9123",2607034388,60000659,1.077448
"55",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9201",2608225771,60000659,4.0230525
"56",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9215",2607816655,60000659,3.210422
"57",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"MIT9311",2608209842,60000659,8.081824
"58",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB243_498P15",2640669712,60000659,0.496154
"59",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_518I6",2655752390,60001067,31.676709
"60",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_518K17",2647050700,60000659,0.496154
"61",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_519C7",2649891787,60000659,0.496154
"62",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_519D13",2655755479,60000659,0.496154
"63",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_520B18",2650965687,60000659,0.496154
"64",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_520D2",2646668220,60000659,0.496154
"65",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_520K10",2648680168,60000659,0.808086
"66",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_521A19",2655604933,60000659,0.496154
"67",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_521B10",2649959677,60000659,0.496154
"68",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_521N3",2646894974,60000659,0.496154
"69",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_521O20",2649198096,60000659,0.496154
"70",2,"mgl1704",15,"5/29/17 14:26",25.76833333,158.0141667,15,24.361,35.244,218.59,0.32,22222222,0.0497,0.2652,93.58,"scB245a_521O23",2651815806,60000659,0.496154
"838",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-321-O21",2717578310,60000659,3.673294
"839",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-C10",2717239849,60000659,3.23844
"840",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-E23",2717243397,60000659,9.77445
"841",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-G18",2667832345,60001067,33.789573
"842",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-J21",2667852383,60001067,144.837998
"843",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-J21",2667852384,60000659,14.619998
"844",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-J22",2667822584,60000659,2.976353
"845",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-K10",2717147949,60000659,3.25815
"846",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-K15",2667826710,60000659,3.25815
"847",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-L02",2667696032,60000659,4.858033
"848",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-M08",2717248655,60000659,43.851738
"849",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-M18",2667707010,60000659,3.25815
"850",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-347-O22",2667713864,60000659,9.79403
"851",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-I04",2667769872,60000659,4.1980245
"852",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-J09",2667774593,60000659,6.5163
"853",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-J17",2717251612,60000659,14.619998
"854",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-J21",2667861543,60000659,14.619998
"855",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-K03",2717252416,60000659,7.274357
"856",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-O17",2667800364,60000659,1.08605
"857",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-P16",2667870123,60000659,3.25815
"858",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-355-P23",2667872854,60000659,7.274357
"859",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-402-I23",2667727136,60001067,33.789573
"860",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-402-N08",2717284208,60000659,14.519517
"861",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-412-J13",2717696118,60000659,3.25815
"862",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-418-B17",2717704255,60000659,1.08605
"863",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-418-G18",2717712223,60000659,6.5163
"864",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-418-I21",2717713539,60000659,14.619998
"865",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-424-M03",2717717949,60000659,3.25815
"866",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-424-P18",2717338393,60000659,3.25815
"867",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-442-B03",2717725991,60000659,29.039033
"868",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-442-N07",2717369413,60000659,2.512117
"869",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-449-O05",2717373529,60000659,3.236205
"870",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-459-B06",2717736873,60000659,8.605828
"871",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-459-N19",2717745503,60000659,7.309999
"872",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-670-G20",2717538759,60000659,2.805975
"873",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-670-M15",2717402956,60000659,4.894587
"874",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-670-O13",2717410999,60001067,63.608713
"875",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-679-M10",2717432381,60000659,8.5660575
"876",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"AG-679-N20",2717761131,60001067,140.215131
"877",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"KORDI-52",2507315936,60000659,14.519517
"878",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"MIT9201",2608225771,60000659,2.512117
"879",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"MIT9302",2608234968,60000659,3.25815
"880",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"scB245a_518I6",2655752389,60000659,3.236205
"881",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"scB245a_518O7",2655751050,60000659,4.029493
"882",18,"mgl1704",15,"6/11/17 13:31",29.582,158.002,15,23.059,35.269,224.48,0.35,22222222,0.0729,-0.2032,105.21,"WH8109",2563725450,60001067,224.142372
"805",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-321-E21",2717632933,60000659,6.9313
"806",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-321-M21",2717578079,60000659,0.313168
"807",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-321-O21",2717578310,60000659,9.350117
"808",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-331-J19",2717582034,60000659,6.9313
"809",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-335-E22",2717641798,60000659,51.084146
"810",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-347-J21",2667852384,60000659,14.096372
"811",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-347-K16",2667828629,60000659,15.333451
"812",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-347-L17",2667698080,60000659,2.06131
"813",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-355-K03",2717252416,60000659,7.048186
"814",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-355-P23",2667872854,60000659,7.048186
"815",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-388-B05",2717653838,60001067,415.228911
"816",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-388-B05",2717653839,60000659,0.313168
"817",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-388-J02",2717658291,60000659,23.1725605
"818",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-402-N17",2717664709,60000659,2.06131
"819",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-442-D10",2717727884,60000659,0.8043
"820",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-459-A09",2717735061,60000659,8.2108225
"821",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-459-J20",2717743182,60000659,14.096372
"822",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-459-P02",2717384689,60000659,1.428044
"823",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-670-A04",2717522765,60002633,27.946601
"824",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-670-B23",2717529684,60000659,13.999561
"825",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-670-L08",2717401310,60000659,33.759701
"826",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-670-O07",2717406796,60000659,1.428044
"827",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-676-P15-1",2717426904,60000659,42.289115
"828",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-C18",2717600260,60001067,112.849236
"829",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-M23",2717435125,60000659,0.313168
"830",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-N02",2717436104,60000659,2.4651305
"831",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-N20",2717761131,60001067,138.409637
"832",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-N22",2717437428,60000659,16.097803
"833",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-679-P16",2717160730,60000659,33.391247
"834",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-683-K15",2717162510,60000659,4.12262
"835",17,"mgl1704",15,"6/10/17 13:29",32.00016667,158,15,21.162,34.957,233.3,0.31,22222222,0.117,0.2967,92.85,"AG-686-P08",2717442948,60000659,4.12262
